Title;Abstract;GPT4 Review
Protein-protein docking by generalized Fourier transforms on 5D rotational manifolds;Energy evaluation using fast Fourier transforms enables sampling billions of putative complex structures and hence revolutionized rigid protein-protein docking. However, in current methods efficient acceleration is achieved only in either the translational or the rotational subspace. Developing an efficient and accurate docking method that expands FFT based sampling to 5 rotational coordinates is…         _ More           Energy evaluation using fast Fourier transforms enables sampling billions of putative complex structures and hence revolutionized rigid protein-protein docking. However, in current methods efficient acceleration is achieved only in either the translational or the rotational subspace. Developing an efficient and accurate docking method that expands FFT based sampling to 5 rotational coordinates is an extensively studied but still unsolved problem. The algorithm presented here retains the accuracy of earlier methods but yields at least tenfold speedup. The improvement is due to two innovations. First, the search space is treated as the product manifold $\mathbf{SO(3)x(SO(3)\setminus S^1)}$, where $\mathbf{SO(3)}$ is the rotation group representing the space of the rotating ligand, and $\mathbf{(SO(3)\setminus S^1)}$ is the space spanned by the two Euler angles that define the orientation of the vector from the center of the fixed receptor toward the center of the ligand. This representation enables the use of efficient FFT methods developed for $\mathbf{SO(3)}$. Second, we select the centers of highly populated clusters of docked structures, rather than the lowest energy conformations, as predictions of the complex, and hence there is no need for very high accuracy in energy evaluation. Therefore it is sufficient to use a limited number of spherical basis functions in the Fourier space, which increases the efficiency of sampling while retaining the accuracy of docking results. A major advantage of the method is that, in contrast to classical approaches, increasing the number of correlation function terms is computationally inexpensive, which enables using complex energy functions for scoring.         _ Less;Health related
A Fractional Differential Transformation Solution Method for the Assessment, Monitoring, Control, and Evaluation of HIV/AIDS Confirmed Status with Vertical Transmission in Nigeria;HIV is a deadly virus transmitted either through having of unprotected sex, mother to child transmission, sharing of unsterilized objects that is capable of making cut or wounds on the body, through blood or bodily fluid transmission. AIDS has no permanent cure but remedies that help in suppressing the power effect of the virus are available. Previous studies has shown that the epidemic claimed mo…         _ More           HIV is a deadly virus transmitted either through having of unprotected sex, mother to child transmission, sharing of unsterilized objects that is capable of making cut or wounds on the body, through blood or bodily fluid transmission. AIDS has no permanent cure but remedies that help in suppressing the power effect of the virus are available. Previous studies has shown that the epidemic claimed more lives via vertical transmission, mother-to-child transmission, blood transfusion, sexual intercourse and injection drug users. The associated models were derived using diagnosis and treatments records of confirmed status of HIV/AIDS clients. A new model analysis were proposed that could handle cases of HIV/AIDS routes of transmission and treatments via vertical, mother-to-child, blood transfusion, sexual intercourse, injection drug users that were not considered in previous studies. The new model was solved using Fractional Differential Transformation by Caputo sense algorithm. The new model is a major contribution for optimal assessment, monitoring, evaluation, control and management of HIV/AIDS, with 75% accuracy.         _ Less;Not health related
Renormalization Group Transformation for Hamiltonian Dynamical Systems in Biological Networks;              We apply the renormalization group theory to the dynamical systems with the simplest example of basic biological motifs. This includes the interpretation of complex networks as the perturbation to simple network. This is the first step to build our original framework to infer the properties of biological networks, and the basis work to see its effectiveness to actual complex systems.                          We apply the renormalization group theory to the dynamical systems with the simplest example of basic biological motifs. This includes the interpretation of complex networks as the perturbation to simple network. This is the first step to build our original framework to infer the properties of biological networks, and the basis work to see its effectiveness to actual complex systems.         _ Less;Health related
Extract fetal ECG from single-lead abdominal ECG by de-shape short time Fourier transform and nonlocal median;"The multiple fundamental frequency detection problem and the source separation problem from a single-channel signal containing multiple oscillatory components and a nonstationary noise are both challenging tasks. To extract the fetal electrocardiogram (ECG) from a single-lead maternal abdominal ECG, we face both challenges. In this paper, we propose a novel method to extract the fetal ECG signal f…         _ More           The multiple fundamental frequency detection problem and the source separation problem from a single-channel signal containing multiple oscillatory components and a nonstationary noise are both challenging tasks. To extract the fetal electrocardiogram (ECG) from a single-lead maternal abdominal ECG, we face both challenges. In this paper, we propose a novel method to extract the fetal ECG signal from the single channel maternal abdominal ECG signal, without any additional measurement. The algorithm is composed of three main ingredients. First, the maternal and fetal heart rates are estimated by the de-shape short time Fourier transform, which is a recently proposed nonlinear time-frequency analysis technique; second, the beat tracking technique is applied to accurately obtain the maternal and fetal R peaks; third, the maternal and fetal ECG waveforms are established by the nonlocal median. The algorithm is evaluated on a simulated fetal ECG signal database ({\em fecgsyn} database), and tested on two real databases with the annotation provided by experts ({\em adfecgdb} database and {\em CinC2013} database). In general, the algorithm could be applied to solve other detection and source separation problems, and reconstruct the time-varying wave-shape function of each oscillatory component.         _ Less";Health related
Multi-View Treelet Transform;              Current multi-view factorization methods make assumptions that are not acceptable for many kinds of data, and in particular, for graphical data with hierarchical structure. At the same time, current hierarchical methods work only in the single-view setting. We generalize the Treelet Transform to the Multi-View Treelet Transform (MVTT) to allow for the capture of hierarchical structure when multipl…         _ More           Current multi-view factorization methods make assumptions that are not acceptable for many kinds of data, and in particular, for graphical data with hierarchical structure. At the same time, current hierarchical methods work only in the single-view setting. We generalize the Treelet Transform to the Multi-View Treelet Transform (MVTT) to allow for the capture of hierarchical structure when multiple views are available. Further, we show how this generalization is consistent with the existing theory and how it might be used in denoising empirical networks and in computing the shared response of functional brain data.         _ Less;Health related
Metric dynamics for membrane transformation through regulated cell proliferation;              This study develops an equation for describing three-dimensional membrane transformation through proliferation of its component cells regulated by morphogen density distributions on the membrane. The equation is developed in a two-dimensional coordinate system mapped on the membrane, referred to as the membrane coordinates. When the membrane expands, the membrane coordinates expand in the same man…         _ More           This study develops an equation for describing three-dimensional membrane transformation through proliferation of its component cells regulated by morphogen density distributions on the membrane. The equation is developed in a two-dimensional coordinate system mapped on the membrane, referred to as the membrane coordinates. When the membrane expands, the membrane coordinates expand in the same manner so that the membrane is invariant in the coordinates. In the membrane coordinate system, the transformation of membrane is described with a time-derivative equation for metric tensors. By defining relationships between morphogen density distributions and the direction and rate of cell division, trajectories of membrane transformation are obtained in terms of the morphogen distributions. An example of the membrane transformation is shown numerically.         _ Less;Health related
Reconstruction algorithms for a class of restricted ray transforms without added singularities;Let $X$ and $X^*$ denote a restricted ray transform along curves and a corresponding backprojection operator, respectively. Theoretical analysis of reconstruction from the data $Xf$ is usually based on a study of the composition $X^* D X$, where $D$ is some local operator (usually a derivative). If $X^*$ is chosen appropriately, then $X^* D X$ is a Fourier Integral Operator (FIO) with singular sym…         _ More           Let $X$ and $X^*$ denote a restricted ray transform along curves and a corresponding backprojection operator, respectively. Theoretical analysis of reconstruction from the data $Xf$ is usually based on a study of the composition $X^* D X$, where $D$ is some local operator (usually a derivative). If $X^*$ is chosen appropriately, then $X^* D X$ is a Fourier Integral Operator (FIO) with singular symbol. The singularity of the symbol leads to the appearance of artifacts (added singularities) that can be as strong as the original (or, useful) singularities. By choosing $D$ in a special way one can reduce the strength of added singularities, but it is impossible to get rid of them completely.   In the paper we follow a similar approach, but make two changes. First, we replace $D$ with a nonlocal operator $\tilde D$ that integrates $Xf$ along a curve in the data space. The result $\tilde D Xf$ resembles the generalized Radon transform $R$ of $f$. The function $\tilde D Xf$ is defined on pairs $(x_0,_)\in U\times S^2$, where $U\subset\mathbb R^3$ is an open set containing the support of $f$, and $S^2$ is the unit sphere in $\mathbb R^3$. Second, we replace $X^*$ with a backprojection operator $R^*$ that integrates with respect to $_$ over $S^2$. It turns out that if $\tilde D$ and $R^*$ are appropriately selected, then the composition $R^* \tilde D X$ is an elliptic pseudodifferential operator of order zero with principal symbol 1. Thus, we obtain an approximate reconstruction formula that recovers all the singularities correctly and does not produce artifacts. The advantage of our approach is that by inserting $\tilde D$ we get access to the frequency variable $_$. In particular, we can incorporate suitable cut-offs in $R^*$ to eliminate bad directions $_$, which lead to added singularities.         _ Less;Health related
A Software Package for Chemically Inspired Graph Transformation;              Chemical reaction networks can be automatically generated from graph grammar descriptions, where rewrite rules model reaction patterns. Because a molecule graph is connected and reactions in general involve multiple molecules, the rewriting must be performed on multisets of graphs. We present a general software package for this type of graph rewriting system, which can be used for modelling chemic…         _ More           Chemical reaction networks can be automatically generated from graph grammar descriptions, where rewrite rules model reaction patterns. Because a molecule graph is connected and reactions in general involve multiple molecules, the rewriting must be performed on multisets of graphs. We present a general software package for this type of graph rewriting system, which can be used for modelling chemical systems. The package contains a C++ library with algorithms for working with transformation rules in the Double Pushout formalism, e.g., composition of rules and a domain specific language for programming graph language generation. A Python interface makes these features easily accessible. The package also has extensive procedures for automatically visualising not only graphs and rewrite rules, but also Double Pushout diagrams and graph languages in form of directed hypergraphs. The software is available as an open source package, and interactive examples can be found on the accompanying webpage.         _ Less;Health related
Transforming phylogenetic networks: Moving beyond tree space;              Phylogenetic networks are a generalization of phylogenetic trees that are used to represent reticulate evolution. Unrooted phylogenetic networks form a special class of such networks, which naturally generalize unrooted phylogenetic trees. In this paper we define two operations on unrooted phylogenetic networks, one of which is a generalization of the well-known nearest-neighbor interchange (NNI)…         _ More           Phylogenetic networks are a generalization of phylogenetic trees that are used to represent reticulate evolution. Unrooted phylogenetic networks form a special class of such networks, which naturally generalize unrooted phylogenetic trees. In this paper we define two operations on unrooted phylogenetic networks, one of which is a generalization of the well-known nearest-neighbor interchange (NNI) operation on phylogenetic trees. We show that any unrooted phylogenetic network can be transformed into any other such network using only these operations. This generalizes the well-known fact that any phylogenetic tree can be transformed into any other such tree using only NNI operations. It also allows us to define a generalization of tree space and to define some new metrics on unrooted phylogenetic networks. To prove our main results, we employ some fascinating new connections between phylogenetic networks and cubic graphs that we have recently discovered. Our results should be useful in developing new strategies to search for optimal phylogenetic networks, a topic that has recently generated some interest in the literature, as well as for providing new ways to compare networks.         _ Less;Health related
The demodulated band transform;              Background: Windowed Fourier decompositions (WFD) are widely used in measuring stationary and non-stationary spectral phenomena and in describing pairwise relationships among multiple signals. Although a variety of WFDs see frequent application in electrophysiological research, including the short-time Fourier transform, continuous wavelets, band-pass filtering and multitaper-based approaches, eac…         _ More           Background: Windowed Fourier decompositions (WFD) are widely used in measuring stationary and non-stationary spectral phenomena and in describing pairwise relationships among multiple signals. Although a variety of WFDs see frequent application in electrophysiological research, including the short-time Fourier transform, continuous wavelets, band-pass filtering and multitaper-based approaches, each carries certain drawbacks related to computational efficiency and spectral leakage. This work surveys the advantages of a WFD not previously applied in electrophysiological settings.   New Methods: A computationally efficient form of complex demodulation, the demodulated band transform (DBT), is described.   Results: DBT is shown to provide an efficient approach to spectral estimation with minimal susceptibility to spectral leakage. In addition, it lends itself well to adaptive filtering of non-stationary narrowband noise.   Comparison with existing methods: A detailed comparison with alternative WFDs is offered, with an emphasis on the relationship between DBT and Thomson's multitaper. DBT is shown to perform favorably in combining computational efficiency with minimal introduction of spectral leakage.   Conclusion: DBT is ideally suited to efficient estimation of both stationary and non-stationary spectral and cross-spectral statistics with minimal susceptibility to spectral leakage. These qualities are broadly desirable in many settings.         _ Less;Health related
Asymptotic Green's function for the stochastic reproduction of competing variants via Fisher's angular transformation;              The Wright-Fisher Fokker-Planck equation describes the stochastic dynamics of self-reproducing, competing variants at fixed population size. We use Fisher's angular transformation, which defines a natural length for this stochastic process, to remove the co-ordinate dependence of it's diffusive dynamics, resulting in simple Brownian motion in an unstable potential, driving variants to extinction o…         _ More           The Wright-Fisher Fokker-Planck equation describes the stochastic dynamics of self-reproducing, competing variants at fixed population size. We use Fisher's angular transformation, which defines a natural length for this stochastic process, to remove the co-ordinate dependence of it's diffusive dynamics, resulting in simple Brownian motion in an unstable potential, driving variants to extinction or fixation. This insight allows calculation of very accurate asymptotic formula for the Green's function under neutrality and selection, using a novel heuristic Gaussian approximation.         _ Less;Health related
Computational implementation of the inverse continuous wavelet transform without a requirement of the admissibility condition;Recently, it has been proven [R. Soc. Open Sci. 1 (2014) 140124] that the continuous wavelet transform with non-admissible kernels (approximate wavelets) allows for an existence of the exact inverse transform. Here we consider the computational possibility for the realization of this approach. We provide modified simpler explanation of the reconstruction formula, restricted on the practical case o…         _ More           Recently, it has been proven [R. Soc. Open Sci. 1 (2014) 140124] that the continuous wavelet transform with non-admissible kernels (approximate wavelets) allows for an existence of the exact inverse transform. Here we consider the computational possibility for the realization of this approach. We provide modified simpler explanation of the reconstruction formula, restricted on the practical case of real valued finite (or periodic/periodized) samples and the standard (restricted) Morlet wavelet as a practically important example of an approximate wavelet. The provided examples of applications includes the test function and the non-stationary electro-physical signals arising in the problem of neuroscience.         _ Less;Health related
Modulation of transforming growth factor beta signalling pathway genes by transforming growth factor beta in human osteoarthritic chondrocytes: involvement of Sp1 in both early and late response cells to transforming growth factor beta;Transforming growth factor beta (TGF$_$) plays a central role in morphogenesis, growth, and cell differentiation. This cytokine is particularly important in cartilage where it regulates cell proliferation and extracellular matrix synthesis. While the action of TGF$_$ on chondrocyte metabolism has been extensively catalogued, the modulation of specific genes that function as mediators of TGF$_$ sig…         _ More           Transforming growth factor beta (TGF$_$) plays a central role in morphogenesis, growth, and cell differentiation. This cytokine is particularly important in cartilage where it regulates cell proliferation and extracellular matrix synthesis. While the action of TGF$_$ on chondrocyte metabolism has been extensively catalogued, the modulation of specific genes that function as mediators of TGF$_$ signalling is poorly defined. In the current study, elements of the Smad component of the TGF$_$ intracellular signalling system and TGF$_$ receptors were characterised in human chondrocytes upon TGF$_$1 treatment. Human articular chondrocytes were incubated with TGF$_$1. Then, mRNA and protein levels of TGF$_$ receptors and Smads were analysed by RT-PCR and western blot analysis. The role of specific protein 1 (Sp1) was investigated by gain and loss of function (inhibitor, siRNA, expression vector). We showed that TGF$_$1 regulates mRNA levels of its own receptors, and of Smad3 and Smad7. It modulates TGF$_$ receptors post-transcriptionally by affecting their mRNA stability, but does not change the Smad-3 and Smad-7 mRNA half-life span, suggesting a potential transcriptional effect on these genes. Moreover, the transcriptional factor Sp1, which is downregulated by TGF$_$1, is involved in the repression of both TGF$_$ receptors but not in the modulation of Smad3 and Smad7. Interestingly, Sp1 ectopic expression permitted also to maintain a similar expression pattern to early response to TGF$_$ at 24 hours of treatment. It restored the induction of Sox9 and COL2A1 and blocked the late response (repression of aggrecan, induction of COL1A1 and COL10A1). These data help to better understand the negative feedback loop in the TGF$_$ signalling system, and enlighten an interesting role of Sp1 to regulate TGF$_$ response.         _ Less;Health related
Cell transformation in tumor-development: a result of accumulation of Misrepairs of DNA through many generations of cells;              Development of a tumor is known to be a result of accumulation of DNA changes in somatic cells. However, the processes of how DNA changes are produced and how they accumulate in somatic cells are not clear. DNA changes include two types: point DNA mutations and chromosome changes. However, point DNA mutations (DNA mutations) are the main type of DNA changes that can remain and accumulate in cells.…         _ More           Development of a tumor is known to be a result of accumulation of DNA changes in somatic cells. However, the processes of how DNA changes are produced and how they accumulate in somatic cells are not clear. DNA changes include two types: point DNA mutations and chromosome changes. However, point DNA mutations (DNA mutations) are the main type of DNA changes that can remain and accumulate in cells. Severe DNA injuries are the causes for DNA mutations. However, Misrepair of DNA is an essential process for transforming a DNA injury into a survivable and inheritable DNA mutation. In somatic cells, Misrepair of DNA is the main source of DNA mutations. Since the surviving chance of a cell by Misrepair of DNA is low, accumulation of DNA mutations can take place only possibly in the cells that can proliferate. Tumors can only develop in the tissues that are regenerable. The accumulation of Misrepairs of DNA needs to proceed in many generations of cells, and cell transformation from a normal cell into a tumor cell is a slow and long process. However, once a cell is transformed especially when it is malignantly transformed, the deficiency of DNA repair and the rapid cell proliferation will accelerate the accumulation of DNA mutations. The process of accumulation of DNA mutations is actually the process of aging of a genome DNA. Repeated cell injuries and repeated cell regenerations are the two preconditions for tumor-development. For cancer prevention, a moderate and flexible living style is advised.         _ Less;Health related
Label-free identification of individual bacteria using Fourier transform light scattering;              Rapid identification of bacterial species is crucial in medicine and food hygiene. In order to achieve rapid and label-free identification of bacterial species at the single bacterium level, we propose and experimentally demonstrate an optical method based on Fourier transform light scattering (FTLS) measurements and statistical classification. For individual rod-shaped bacteria belonging to four…         _ More           Rapid identification of bacterial species is crucial in medicine and food hygiene. In order to achieve rapid and label-free identification of bacterial species at the single bacterium level, we propose and experimentally demonstrate an optical method based on Fourier transform light scattering (FTLS) measurements and statistical classification. For individual rod-shaped bacteria belonging to four bacterial species (Listeria monocytogenes, Escherichia coli, Lactobacillus casei, and Bacillus subtilis), two-dimensional angle-resolved light scattering maps are precisely measured using FTLS technique. The scattering maps are then systematically analyzed, employing statistical classification in order to extract the unique fingerprint patterns for each species, so that a new unidentified bacterium can be identified by a single light scattering measurement. The single-bacterial and label-free nature of our method suggests wide applicability for rapid point-of-care bacterial diagnosis.         _ Less;Health related
Genetic Analysis of Transformed Phenotypes;"              Linear mixed models (LMMs) are a powerful and established tool for studying genotype-phenotype relationships. A limiting assumption of LMMs is that the residuals are Gaussian distributed, a requirement that rarely holds in practice. Violations of this assumption can lead to false conclusions and losses in power, and hence it is common practice to pre-process the phenotypic values to make them Ga…         _ More             Linear mixed models (LMMs) are a powerful and established tool for studying genotype-phenotype relationships. A limiting assumption of LMMs is that the residuals are Gaussian distributed, a requirement that rarely holds in practice. Violations of this assumption can lead to false conclusions and losses in power, and hence it is common practice to pre-process the phenotypic values to make them Gaussian, for instance by applying logarithmic or other non-linear transformations. Unfortunately, different phenotypes require different specific transformations, and choosing a ""good"" transformation is in general challenging and subjective. Here, we present an extension of the LMM that estimates an optimal transformation from the observed data. In extensive simulations and applications to real data from human, mouse and yeast we show that using such optimal transformations lead to increased power in genome-wide association studies and higher accuracy in heritability estimates and phenotype predictions.         _ Less";Health related
Numerical Solution of the Model for HIV Infection of Cd4+T Cells by Using Multistage Differential Transform Method;The Multistage Differential Transform Method (MDTM) is employed to solve the model for HIV infection of CD4+T cells. Comparing the numerical results to those obtained by the classical fourth order Runge-Kutta method showed the preciseness and efficacy of the multistep differential transform method. The study shows that the method is a powerful and promising tool for solving coupled systems of diff…         _ More           The Multistage Differential Transform Method (MDTM) is employed to solve the model for HIV infection of CD4+T cells. Comparing the numerical results to those obtained by the classical fourth order Runge-Kutta method showed the preciseness and efficacy of the multistep differential transform method. The study shows that the method is a powerful and promising tool for solving coupled systems of differential equations.         _ Less;Health related
On the properties of input-to-output transformations in networks of perceptrons;              Information processing in certain neuronal networks in the brain can be considered as a map of binary vectors, where ones (spikes) and zeros (no spikes) of input neurons are transformed into spikes and no spikes of output neurons. A simple but fundamental characteristic of such a map is how it transforms distances between input vectors. In particular what is the mean distance between output vector…         _ More           Information processing in certain neuronal networks in the brain can be considered as a map of binary vectors, where ones (spikes) and zeros (no spikes) of input neurons are transformed into spikes and no spikes of output neurons. A simple but fundamental characteristic of such a map is how it transforms distances between input vectors. In particular what is the mean distance between output vectors given certain distance between input vectors? Using combinatorial approach we found an exact solution to this problem for networks of perceptrons with binary weights. he resulting formulas allow for precise analysis how network connectivity and neuronal excitability affect the transformation of distances between the vectors of neuronal spiking. As an application, we considered a simple network model of information processing in the hippocampus, a brain area critically implicated in learning and memory, and found a combination of parameters for which the output neurons discriminated similar and distinct inputs most effectively. A decrease of threshold values of the output neurons, which in biological networks may be associated with decreased inhibition, impaired optimality of discrimination.         _ Less;Health related
Dynamical Disequilibrium, Transformation, and the Evolution and Development of Sustainable Worldviews;"              This chapter begins by outlining a promising, new theoretical framework for the process by which human culture evolves inspired by the views of complexity theorists on the problem of how life began. Elements of culture, like species, evolve over time; that is, they exhibit cumulative change that is adaptive in nature. By studying how biological evolution got started, we gain insight into not just…         _ More           This chapter begins by outlining a promising, new theoretical framework for the process by which human culture evolves inspired by the views of complexity theorists on the problem of how life began. Elements of culture, like species, evolve over time; that is, they exhibit cumulative change that is adaptive in nature. By studying how biological evolution got started, we gain insight into not just the specifics of biological evolution, but also general insights into the initiation of any evolutionary process that may be applicable to culture. We then explore the implications of this new framework for culture on the transformative processes of individuals. Specifically, we will address what this emerging perspective on cultural evolution implies for to go about attaining a sustainable worldview; that is, a web of habits, understandings, and ways of approaching situations that is conducive to the development of a sustainable world.         _ Less";Not health related
Learning Features and their Transformations by Spatial and Temporal Spherical Clustering;              Learning features invariant to arbitrary transformations in the data is a requirement for any recognition system, biological or artificial. It is now widely accepted that simple cells in the primary visual cortex respond to features while the complex cells respond to features invariant to different transformations. We present a novel two-layered feedforward neural model that learns features in the…         _ More           Learning features invariant to arbitrary transformations in the data is a requirement for any recognition system, biological or artificial. It is now widely accepted that simple cells in the primary visual cortex respond to features while the complex cells respond to features invariant to different transformations. We present a novel two-layered feedforward neural model that learns features in the first layer by spatial spherical clustering and invariance to transformations in the second layer by temporal spherical clustering. Learning occurs in an online and unsupervised manner following the Hebbian rule. When exposed to natural videos acquired by a camera mounted on a cat's head, the first and second layer neurons in our model develop simple and complex cell-like receptive field properties. The model can predict by learning lateral connections among the first layer neurons. A topographic map to their spatial features emerges by exponentially decaying the flow of activation with distance from one neuron to another in the first layer that fire in close temporal proximity, thereby minimizing the pooling length in an online manner simultaneously with feature learning.         _ Less;Health related
Transformation of stimulus correlations by the retina;              Redundancies and correlations in the responses of sensory neurons seem to waste neural resources but can carry cues about structured stimuli and may help the brain to correct for response errors. To assess how the retina negotiates this tradeoff, we measured simultaneous responses from populations of ganglion cells presented with natural and artificial stimuli that varied greatly in correlation st…         _ More           Redundancies and correlations in the responses of sensory neurons seem to waste neural resources but can carry cues about structured stimuli and may help the brain to correct for response errors. To assess how the retina negotiates this tradeoff, we measured simultaneous responses from populations of ganglion cells presented with natural and artificial stimuli that varied greatly in correlation structure. We found that pairwise correlations in the retinal output remained similar across stimuli with widely different spatio-temporal correlations including white noise and natural movies. Meanwhile, purely spatial correlations tended to increase correlations in the retinal response. Responding to more correlated stimuli, ganglion cells had faster temporal kernels and tended to have stronger surrounds. These properties of individual cells, along with gain changes that opposed changes in effective contrast at the ganglion cell input, largely explained the similarity of pairwise correlations across stimuli where receptive field measurements were possible.         _ Less;Health related
Non-linear relationship of cell hit and transformation probabilities in low dose of inhaled radon progenies;Cellular hit probabilities of alpha particles emitted by inhaled radon progenies in sensitive bronchial epithelial cell nuclei were simulated at low exposure levels to obtain useful data for the rejection or in support of the linear-non-threshold (LNT) hypothesis. In this study, local distributions of deposited inhaled radon progenies in airway bifurcation models were computed at exposure conditio…         _ More           Cellular hit probabilities of alpha particles emitted by inhaled radon progenies in sensitive bronchial epithelial cell nuclei were simulated at low exposure levels to obtain useful data for the rejection or in support of the linear-non-threshold (LNT) hypothesis. In this study, local distributions of deposited inhaled radon progenies in airway bifurcation models were computed at exposure conditions, which are characteristic of homes and uranium mines. Then, maximum local deposition enhancement factors at bronchial airway bifurcations, expressed as the ratio of local to average deposition densities, were determined to characterize the inhomogeneity of deposition and to elucidate their effect on resulting hit probabilities. The results obtained suggest that in the vicinity of the carinal regions of the central airways the probability of multiple hits can be quite high even at low average doses. Assuming a uniform distribution of activity there are practically no multiple hits and the hit probability as a function of dose exhibits a linear shape in the low dose range. The results are quite the opposite in the case of hot spots revealed by realistic deposition calculations, where practically all cells receive multiple hits and the hit probability as a function of dose is non-linear in the average dose range of 10-100 mGy.         _ Less;Health related
Critical case stochastic phylogenetic tree model via the Laplace transform;Birth-and-death models are now a common mathematical tool to describe branching patterns observed in real-world phylogenetic trees. Liggett and Schinazi (2009) is one such example. The authors propose a simple birth-and-death model that is compatible with phylogenetic trees of both influenza and HIV, depending on the birth rate parameter. An interesting special case of this model is the critical c…         _ More           Birth-and-death models are now a common mathematical tool to describe branching patterns observed in real-world phylogenetic trees. Liggett and Schinazi (2009) is one such example. The authors propose a simple birth-and-death model that is compatible with phylogenetic trees of both influenza and HIV, depending on the birth rate parameter. An interesting special case of this model is the critical case where the birth rate equals the death rate. This is a non-trivial situation and to study its asymptotic behaviour we employed the Laplace transform. With this we correct the proof of Liggett and Schinazi (2009) in the critical case.         _ Less;Health related
Large-scale compression of genomic sequence databases with the Burrows-Wheeler transform;Motivation   The Burrows-Wheeler transform (BWT) is the foundation of many algorithms for compression and indexing of text data, but the cost of computing the BWT of very large string collections has prevented these techniques from being widely applied to the large sets of sequences often encountered as the outcome of DNA sequencing experiments. In previous work, we presented a novel algorithm tha…         _ More           Motivation   The Burrows-Wheeler transform (BWT) is the foundation of many algorithms for compression and indexing of text data, but the cost of computing the BWT of very large string collections has prevented these techniques from being widely applied to the large sets of sequences often encountered as the outcome of DNA sequencing experiments. In previous work, we presented a novel algorithm that allows the BWT of human genome scale data to be computed on very moderate hardware, thus enabling us to investigate the BWT as a tool for the compression of such datasets.   Results   We first used simulated reads to explore the relationship between the level of compression and the error rate, the length of the reads and the level of sampling of the underlying genome and compare choices of second-stage compression algorithm.   We demonstrate that compression may be greatly improved by a particular reordering of the sequences in the collection and give a novel `implicit sorting' strategy that enables these benefits to be realised without the overhead of sorting the reads. With these techniques, a 45x coverage of real human genome sequence data compresses losslessly to under 0.5 bits per base, allowing the 135.3Gbp of sequence to fit into only 8.2Gbytes of space (trimming a small proportion of low-quality bases from the reads improves the compression still further).   This is more than 4 times smaller than the size achieved by a standard BWT-based compressor (bzip2) on the untrimmed reads, but an important further advantage of our approach is that it facilitates the building of compressed full text indexes such as the FM-index on large-scale DNA sequence collections.         _ Less;Health related
Mechanisms of kinetic trapping in self-assembly and phase transformation;              In self-assembly processes, kinetic trapping effects often hinder the formation of thermodynamically stable ordered states. In a model of viral capsid assembly and in the phase transformation of a lattice gas, we show how simulations in a self-assembling steady state can be used to identify two distinct mechanisms of kinetic trapping. We argue that one of these mechanisms can be adequately capture…         _ More           In self-assembly processes, kinetic trapping effects often hinder the formation of thermodynamically stable ordered states. In a model of viral capsid assembly and in the phase transformation of a lattice gas, we show how simulations in a self-assembling steady state can be used to identify two distinct mechanisms of kinetic trapping. We argue that one of these mechanisms can be adequately captured by kinetic rate equations, while the other involves a breakdown of theories that rely on cluster size as a reaction coordinate. We discuss how these observations might be useful in designing and optimising self-assembly reactions.         _ Less;Health related
Detection of mixed-culture growth in the total biomass data by wavelet transforms;              We have shown elsewhere that the presence of mixed-culture growth of microbial species in fermentation processes can be detected with high accuracy by employing the wavelet transform. This is achieved because the crosses in the different growth processes contributing to the total biomass signal appear as singularities that are very well evidenced through their singularity cones in the wavelet tran…         _ More           We have shown elsewhere that the presence of mixed-culture growth of microbial species in fermentation processes can be detected with high accuracy by employing the wavelet transform. This is achieved because the crosses in the different growth processes contributing to the total biomass signal appear as singularities that are very well evidenced through their singularity cones in the wavelet transform. However, we used very simple two-species cases. In this work, we extend the wavelet method to a more complicated illustrative fermentation case of three microbial species for which we employ several wavelets of different number of vanishing moments in order to eliminate possible numerical artifacts. Working in this way allows to filter in a more precise way the numerical values of the Hölder exponents. Therefore, we were able to determine the characteristic Hölder exponents for the corresponding crossing singularities of the microbial growth processes and their stability logarithmic scale ranges up to the first decimal in the value of the characteristic exponents. Since calibrating the mixed microbial growth by means of their Hölder exponents could have potential industrial applications, the dependence of the Hölder exponents on the kinetic and physical parameters of the growth models remains as a future experimental task         _ Less;Health related
Data Driven Computing by the Morphing Fast Fourier Transform Ensemble Kalman Filter in Epidemic Spread Simulations;              The FFT EnKF data assimilation method is proposed and applied to a stochastic cell simulation of an epidemic, based on the S-I-R spread model. The FFT EnKF combines spatial statistics and ensemble filtering methodologies into a localized and computationally inexpensive version of EnKF with a very small ensemble, and it is further combined with the morphing EnKF to assimilate changes in the positio…         _ More           The FFT EnKF data assimilation method is proposed and applied to a stochastic cell simulation of an epidemic, based on the S-I-R spread model. The FFT EnKF combines spatial statistics and ensemble filtering methodologies into a localized and computationally inexpensive version of EnKF with a very small ensemble, and it is further combined with the morphing EnKF to assimilate changes in the position of the epidemic.         _ Less;Health related
